"H_vulgarisAEP","Orthogroup","Ortholog","EnsemblID","EnsemblLongName","genBankAnnotation","PANTHER_ID","PANTHER_NAME","PFAM_ID","PFAM_NAME","UniprotHit"
"HVAEP1_T019942.1","OG0002008","WDSUB1","ENSG00000196151","WD repeat, sterile alpha motif and U-box domain containing 1",NA,"PTHR22847:SF689","WD REPEAT, STERILE ALPHA MOTIF AND U-BOX DOMAIN CONTAINING 1","PF04564; PF00400; PF00536","U-box domain; WD domain, G-beta repeat; SAM domain (Sterile alpha motif)","WSDU1_CHICK;WD_repeat,_SAM_and_U-box_domain-containing_protein_1"
"HVAEP1_T019943.1",NA,NA,NA,NA,NA,"PTHR12297:SF6","HIG1 DOMAIN FAMILY MEMBER 1A, MITOCHONDRIAL-LIKE PROTEIN","PF04588","Hypoxia induced protein conserved region","HIG1A_HUMAN;HIG1_domain_family_member_1A,_mitochondrial"
"HVAEP1_T019944.1","OG0005723","VOPP1","ENSG00000154978","VOPP1 WW domain binding protein",NA,NA,NA,"PF11669","WW domain-binding protein 1",NA
"HVAEP1_T019945.2","OG0001438","WASp","FBgn0024273","NA",NA,"PTHR23202:SF39","NEURAL WISKOTT-ALDRICH SYNDROME PROTEIN","PF04564; PF00786","U-box domain; P21-Rho-binding domain","WASL_MOUSE;Neural_Wiskott-Aldrich_syndrome_protein"
"HVAEP1_T019948.1","OG0001438","WASL, WAS","ENSG00000106299, ENSG00000015285","WASP actin nucleation promoting factor, WASP like actin nucleation promoting factor",NA,NA,NA,NA,NA,NA
"HVAEP1_T019949.1",NA,NA,NA,NA,NA,"PTHR47160:SF4","PROTEIN CBG17457","PF13920","Zinc finger, C3HC4 type (RING finger)","BIRC7_MOUSE;Baculoviral_IAP_repeat-containing_protein_7"
"HVAEP1_T019951.1","OG0001438","WASp","FBgn0024273","NA",NA,"PTHR23202:SF39","NEURAL WISKOTT-ALDRICH SYNDROME PROTEIN","PF04564; PF00786","U-box domain; P21-Rho-binding domain","WASL_MOUSE;Neural_Wiskott-Aldrich_syndrome_protein"
"HVAEP1_T019954.1","OG0001438","WASL, WAS","ENSG00000106299, ENSG00000015285","WASP actin nucleation promoting factor, WASP like actin nucleation promoting factor",NA,NA,NA,NA,NA,NA
"HVAEP1_T019955.2","OG0006211","GTDC1","ENSG00000121964","glycosyltransferase like domain containing 1",NA,"PTHR13615","GLYCOSYLTRANSFERASE-LIKE 1","PF12038; PF00534","Domain of unknown function (DUF3524); Glycosyl transferases group 1","GTDC1_DANRE;Glycosyltransferase-like_domain-containing_protein_1"
"HVAEP1_T019956.1",NA,NA,NA,NA,"FJ517733.1; periculin 3",NA,NA,NA,NA,"PERI_HYDVU;Periculin-1"
"HVAEP1_T019958.1","OG0001438","WASp","FBgn0024273","NA",NA,"PTHR23202:SF39","NEURAL WISKOTT-ALDRICH SYNDROME PROTEIN","PF00786; PF02205; PF00568","P21-Rho-binding domain; WH2 motif; WH1 domain","WASL_RAT;Neural_Wiskott-Aldrich_syndrome_protein"
"HVAEP1_T019959.1","OG0005723","VOPP1","ENSG00000154978","VOPP1 WW domain binding protein",NA,NA,NA,NA,NA,NA
"HVAEP1_T019960.1","OG0004910","MTRR","ENSG00000124275","5-methyltetrahydrofolate-homocysteine methyltransferase reductase",NA,"PTHR19384:SF84","METHIONINE SYNTHASE REDUCTASE","PF00258; PF00175; PF00667","Flavodoxin; Oxidoreductase NAD-binding domain; FAD binding domain","MTRR_MOUSE;Methionine_synthase_reductase"
"HVAEP1_T019961.1","OG0006048","SDHAF2","ENSG00000167985","succinate dehydrogenase complex assembly factor 2",NA,"PTHR12469:SF2","SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR 2, MITOCHONDRIAL","PF03937","Flavinator of succinate dehydrogenase","SDHF2_DANRE;Succinate_dehydrogenase_assembly_factor_2,_mitochondrial"
"HVAEP1_T019962.1",NA,NA,NA,NA,NA,NA,NA,"PF13640","2OG-Fe(II) oxygenase superfamily","P4H4_ARATH;Probable_prolyl_4-hydroxylase_4"
"HVAEP1_T019964.1","OG0000039","STK17A, STK17B","ENSG00000164543, ENSG00000081320","serine/threonine kinase 17a, serine/threonine kinase 17b",NA,"PTHR24342:SF12","DEATH-ASSOCIATED PROTEIN KINASE RELATED","PF00069","Protein kinase domain","DAPK2_MOUSE;Death-associated_protein_kinase_2"
"HVAEP1_T019966.1",NA,NA,NA,NA,NA,"PTHR46780:SF8","MGC171851 PROTEIN-RELATED","PF02140","Galactose binding lectin domain","EVA1C_HUMAN;Protein_eva-1_homolog_C"
"HVAEP1_T019967.2",NA,NA,NA,NA,NA,"PTHR46780:SF13","SI:CH211-66I15.5","PF02140","Galactose binding lectin domain","EVA1C_HUMAN;Protein_eva-1_homolog_C"
"HVAEP1_T019968.1","OG0000073","PTF1A","ENSG00000168267","pancreas associated transcription factor 1a",NA,"PTHR23349:SF59","PANCREAS TRANSCRIPTION FACTOR 1 SUBUNIT ALPHA","PF00010","Helix-loop-helix DNA-binding domain","PTF1A_DANRE;Pancreas_transcription_factor_1_subunit_alpha"
"HVAEP1_T019969.1","OG0007398","FMC1","ENSG00000164898","formation of mitochondrial complex V assembly factor 1 homolog",NA,NA,NA,NA,NA,NA
"HVAEP1_T019970.1","OG0004667","IGBP1, IGBP1P2","ENSG00000089289, ENSG00000266826","immunoglobulin binding protein 1, ",NA,"PTHR10933","IMMUNOGLOBULIN-BINDING PROTEIN 1","PF04177","TAP42-like family","IGB1B_MOUSE;Immunoglobulin-binding_protein_1b"
"HVAEP1_T019971.1",NA,NA,NA,NA,NA,"PTHR23416","SIALIC ACID SYNTHASE-RELATED","PF14602; PF12464","Hexapeptide repeat of succinyl-transferase; Maltose acetyltransferase","MAA_BACSU;Probable_maltose_O-acetyltransferase"
"HVAEP1_T019972.2","OG0003363","GARS1","ENSG00000106105","glycyl-tRNA synthetase 1",NA,"PTHR10745:SF0","GLYCINE--TRNA LIGASE","PF03129; PF00587","Anticodon binding domain; tRNA synthetase class II core domain (G, H, P, S and T)","GARS_MOUSE;Glycine--tRNA_ligase"
"HVAEP1_T019973.1",NA,NA,NA,NA,NA,NA,NA,"PF05225","helix-turn-helix, Psq domain",NA
"HVAEP1_T019975.1","OG0000172","AGRN","ENSG00000188157","agrin",NA,"PTHR10913:SF75","OVOINHIBITOR","PF07648","Kazal-type serine protease inhibitor domain","AGRIN_CHICK;Agrin"
"HVAEP1_T019976.1","OG0000473","nkcc-1","WBGene00012543","Na-K-Cl Cotransporter homolog",NA,NA,NA,"PF03522; PF00324","Solute carrier family 12; Amino acid permease","S12A2_HUMAN;Solute_carrier_family_12_member_2"
"HVAEP1_T019977.1","OG0000135","TRPM5, TRPM4, TRPM8, TRPM2","ENSG00000070985, ENSG00000130529, ENSG00000144481, ENSG00000142185","transient receptor potential cation channel subfamily M member 2, transient receptor potential cation channel subfamily M member 5, transient receptor potential cation channel subfamily M member 4, transient receptor potential cation channel subfamily M member 8",NA,"PTHR13800:SF2","TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 2","PF18139; PF00293","SLOG in TRPM; NUDIX domain","TMP2L_NEMVE;Transient_receptor_potential_cation_channel_subfamily_M_member-like_2"
"HVAEP1_T019983.2",NA,NA,NA,NA,NA,NA,NA,"PF12906","RING-variant domain",NA
"HVAEP1_T019984.1",NA,NA,NA,NA,NA,"PTHR10127:SF842","METALLOENDOPEPTIDASE","PF01400","Astacin (Peptidase family M12A)","NAS14_CAEEL;Zinc_metalloproteinase_nas-14"
"HVAEP1_T019985.1","OG0000574","KMT5A","ENSG00000183955","lysine methyltransferase 5A",NA,NA,NA,NA,NA,"KMT5A_DROME;Histone-lysine_N-methyltransferase_PR-Set7"
"HVAEP1_T019987.1","OG0002037","rsp-8","WBGene00004705","SR Protein (splicing factor)",NA,"PTHR48034:SF1","TRANSFORMER-2 PROTEIN HOMOLOG BETA","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","TRA2B_BOVIN;Transformer-2_protein_homolog_beta"
"HVAEP1_T019988.1",NA,NA,NA,NA,NA,NA,NA,"PF14529","Endonuclease-reverse transcriptase",NA
"HVAEP1_T019989.1","OG0005784","DNAJC1","ENSG00000136770","DnaJ heat shock protein family (Hsp40) member C1",NA,"PTHR44653","DNAJ HOMOLOG SUBFAMILY C MEMBER 1","PF00226","DnaJ domain","DNJC1_HUMAN;DnaJ_homolog_subfamily_C_member_1"
"HVAEP1_T019990.1","OG0004712","RPS13","ENSG00000110700","ribosomal protein S13",NA,"PTHR11885:SF20","40S RIBOSOMAL PROTEIN S13","PF08069; PF00312","Ribosomal S13/S15 N-terminal domain; Ribosomal protein S15","RS13_XENLA;40S_ribosomal_protein_S13"
"HVAEP1_T019991.1","OG0004061","PSMA2","ENSG00000106588","proteasome 20S subunit alpha 2",NA,"PTHR11599:SF16","PROTEASOME SUBUNIT ALPHA TYPE-2","PF10584; PF00227","Proteasome subunit A N-terminal signature; Proteasome subunit","PSA2_BOVIN;Proteasome_subunit_alpha_type-2"
"HVAEP1_T019992.1",NA,NA,NA,NA,NA,NA,NA,"PF01391","Collagen triple helix repeat (20 copies)",NA
"HVAEP1_T019993.1",NA,NA,NA,NA,NA,"PTHR46394","ANNEXIN","PF01734; PF00036","Patatin-like phospholipase; EF hand","YR571_MIMIV;Uncharacterized_protein_R571"
"HVAEP1_T019994.1","OG0002897","CCDC47","ENSG00000108588","coiled-coil domain containing 47",NA,"PTHR12883:SF0","COILED-COIL DOMAIN-CONTAINING PROTEIN 47","PF07946","Protein of unknown function (DUF1682)","CCD47_PONAB;Coiled-coil_domain-containing_protein_47"
"HVAEP1_T019995.1","OG0000008","hyal1","ENSXETG00000040648","transmembrane serine protease 2 gene 1",NA,NA,NA,"PF00089","Trypsin","KLKB1_MOUSE;Plasma_kallikrein"
"HVAEP1_T019996.3","OG0000141","NEK9","ENSG00000119638","NIMA related kinase 9",NA,"PTHR44535","PROTEIN CBG16200","PF00415; PF00069","Regulator of chromosome condensation (RCC1) repeat; Protein kinase domain","NEK9_XENLA;Serine/threonine-protein_kinase_Nek9"
"HVAEP1_T019998.1",NA,NA,NA,NA,NA,"PTHR15382:SF3","PROTEIN CANOPY HOMOLOG 4","PF11938","TLR4 regulator and MIR-interacting MSAP","CNPY4_DANRE;Protein_canopy_4"
"HVAEP1_T019999.1","OG0002662","MRPS25","ENSG00000131368","mitochondrial ribosomal protein S25",NA,NA,NA,NA,NA,NA
"HVAEP1_T020000.1","OG0000219","EPB41L4B, EPB41L5","ENSG00000095203, ENSG00000115109","erythrocyte membrane protein band 4.1 like 4B, erythrocyte membrane protein band 4.1 like 5",NA,"PTHR23280:SF25","LD33734P","PF09379; PF09380; PF00373; PF08736","FERM N-terminal domain; FERM C-terminal PH-like domain; FERM central domain; FERM adjacent (FA)","E41L5_CANLF;Band_4.1-like_protein_5"
"HVAEP1_T020002.1","OG0001576","PDSS1","ENSG00000148459","decaprenyl diphosphate synthase subunit 1",NA,"PTHR12001:SF69","DECAPRENYL-DIPHOSPHATE SYNTHASE SUBUNIT 1","PF00348","Polyprenyl synthetase","DPS1_HUMAN;All_trans-polyprenyl-diphosphate_synthase_PDSS1"
"HVAEP1_T020004.1","OG0007506","Sem1","ENSMUSG00000042541","SEM1, 26S proteasome complex subunit",NA,"PTHR16771:SF0","26S PROTEASOME COMPLEX SUBUNIT SEM1","PF05160","DSS1/SEM1 family","SEM1_BOVIN;26S_proteasome_complex_subunit_SEM1"
"HVAEP1_T020005.1","OG0006972","ZNHIT1","ENSG00000106400","zinc finger HIT-type containing 1",NA,"PTHR13093","ZINC FINGER HIT DOMAIN CONTAINING PROTEIN 1","PF04438","HIT zinc finger","ZNHI1_BOVIN;Zinc_finger_HIT_domain-containing_protein_1"
"HVAEP1_T020006.2",NA,NA,NA,NA,NA,NA,NA,"PF01522","Polysaccharide deacetylase","CDA8_BOMMO;Chitin_deacetylase_8"
"HVAEP1_T020007.1",NA,NA,NA,NA,NA,NA,NA,"PF01064","Activin types I and II receptor domain",NA
"HVAEP1_T020008.1","OG0003738","TEX10","ENSG00000136891","testis expressed 10",NA,"PTHR16056:SF2","TESTIS-EXPRESSED PROTEIN 10","PF12333","Rix1 complex component involved in 60S ribosome maturation","TEX10_HUMAN;Testis-expressed_protein_10"
"HVAEP1_T020009.1",NA,NA,NA,NA,NA,"PTHR23022:SF106","TRANSPOSABLE ELEMENT TC1 TRANSPOSASE",NA,NA,"TCB1_CAEBR;Transposable_element_Tcb1_transposase"
"HVAEP1_T020010.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,NA,NA,NA,NA,NA
"HVAEP1_T020011.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07732","Multicopper oxidase","LAC2_BOTFU;Laccase-2"
"HVAEP1_T020012.1","OG0001692","SHMT2","ENSG00000182199","serine hydroxymethyltransferase 2",NA,"PTHR11680:SF28","SERINE HYDROXYMETHYLTRANSFERASE, MITOCHONDRIAL","PF00464","Serine hydroxymethyltransferase","GLYM_HUMAN;Serine_hydroxymethyltransferase,_mitochondrial"
"HVAEP1_T020014.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07732","Multicopper oxidase","LAC2_BOTFU;Laccase-2"
"HVAEP1_T020015.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07731","Multicopper oxidase","LAC10_ARATH;Laccase-10"
"HVAEP1_T020016.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07731","Multicopper oxidase","LAC2_BOTFU;Laccase-2"
"HVAEP1_T020018.1",NA,NA,NA,NA,NA,NA,NA,"PF15299","Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 8",NA
"HVAEP1_T020021.1",NA,NA,NA,NA,NA,NA,NA,"PF13960","Domain of unknown function (DUF4218)",NA
"HVAEP1_T020022.1",NA,NA,NA,NA,NA,NA,NA,"PF16064","Domain of unknown function (DUF4806)",NA
"HVAEP1_T020025.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,NA,NA,NA,NA,NA
"HVAEP1_T020026.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF00394","Multicopper oxidase","LAC1_BOTFU;Laccase-1"
"HVAEP1_T020027.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,NA,NA,"PF07732","Multicopper oxidase",NA
"HVAEP1_T020030.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,NA,NA,"PF00394","Multicopper oxidase",NA
"HVAEP1_T020031.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,NA,NA,"PF07731","Multicopper oxidase",NA
"HVAEP1_T020033.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07732","Multicopper oxidase","LAC2_BOTFU;Laccase-2"
"HVAEP1_T020035.1",NA,NA,NA,NA,NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07731","Multicopper oxidase","LAC1_THACU;Laccase-1"
"HVAEP1_T020036.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,NA,NA,"PF07732","Multicopper oxidase","LAC1_THACU;Laccase-1"
"HVAEP1_T020039.1",NA,NA,NA,NA,NA,NA,NA,"PF02892","BED zinc finger",NA
"HVAEP1_T020041.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07731","Multicopper oxidase","LAC10_ARATH;Laccase-10"
"HVAEP1_T020042.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07732","Multicopper oxidase","LAC2_BOTFU;Laccase-2"
"HVAEP1_T020043.1",NA,NA,NA,NA,NA,NA,NA,"PF05225; PF03184","helix-turn-helix, Psq domain; DDE superfamily endonuclease","CLZ9_COCLU;MFS-type_transporter_clz9"
"HVAEP1_T020045.1","OG0005302","CKAP2, CKAP2L","ENSG00000136108, ENSG00000169607","cytoskeleton associated protein 2, cytoskeleton associated protein 2 like",NA,NA,NA,NA,NA,NA
"HVAEP1_T020046.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF00394","Multicopper oxidase","LAC1_PLEOS;Laccase-1"
"HVAEP1_T020047.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF394","PLANT L-ASCORBATE OXIDASE","PF07732","Multicopper oxidase","LAC2_BOTFU;Laccase-2"
"HVAEP1_T020049.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,NA,NA,NA,NA,NA
"HVAEP1_T020050.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF361","IRON TRANSPORT MULTICOPPER OXIDASE FET5","PF07731","Multicopper oxidase","LAC7_ORYSJ;Laccase-7"
"HVAEP1_T020051.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07732","Multicopper oxidase","LAC2_BOTFU;Laccase-2"
"HVAEP1_T020052.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF416","COAGULATION FACTOR V","PF07731","Multicopper oxidase","LAC1_PLEOS;Laccase-1"
"HVAEP1_T020053.1","OG0000431","Mco4, Mco3, Mco1, stw","FBgn0052557, FBgn0039387, FBgn0032116, FBgn0286203","NA",NA,"PTHR11709:SF394","PLANT L-ASCORBATE OXIDASE","PF07732","Multicopper oxidase","ASO_TOBAC;L-ascorbate_oxidase"
"HVAEP1_T020054.1",NA,NA,NA,NA,NA,NA,NA,"PF16064","Domain of unknown function (DUF4806)",NA
"HVAEP1_T020056.1",NA,NA,NA,NA,NA,NA,NA,"PF00464","Serine hydroxymethyltransferase","GLYM_MOUSE;Serine_hydroxymethyltransferase,_mitochondrial"
"HVAEP1_T020057.1",NA,NA,NA,NA,NA,NA,NA,"PF10523","BEN domain",NA
"HVAEP1_T020059.1","OG0001692","SHMT2","ENSG00000182199","serine hydroxymethyltransferase 2",NA,NA,NA,"PF00464","Serine hydroxymethyltransferase","GLYM_HUMAN;Serine_hydroxymethyltransferase,_mitochondrial"
"HVAEP1_T020060.1",NA,NA,NA,NA,NA,"PTHR34407","EXPRESSED PROTEIN",NA,NA,NA
"HVAEP1_T020067.1",NA,NA,NA,NA,NA,NA,NA,"PF05485","THAP domain","THA11_DANRE;THAP_domain-containing_protein_11"
"HVAEP1_T020069.1",NA,NA,NA,NA,NA,NA,NA,"PF00001","7 transmembrane receptor (rhodopsin family)","NPFF2_RAT;Neuropeptide_FF_receptor_2"
"HVAEP1_T020071.1","OG0000252","DAZL, DAZ3, DAZ2, DAZ1, DAZ4","ENSG00000092345, ENSG00000187191, ENSG00000205944, ENSG00000188120, ENSG00000205916","deleted in azoospermia 2, deleted in azoospermia 4, deleted in azoospermia 1, deleted in azoospermia 3, deleted in azoospermia like",NA,"PTHR11176:SF14","PROTEIN BOULE","PF00076","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","BOLL_MOUSE;Protein_boule-like"
"HVAEP1_T020074.1","OG0000603","SRI, GCA","ENSG00000075142, ENSG00000115271","sorcin, grancalcin",NA,"PTHR46735","CALPAIN, SMALL SUBUNIT 1 A-RELATED","PF13833","EF-hand domain pair","SORCN_HUMAN;Sorcin"
"HVAEP1_T020075.4","OG0001274","STRADA, STRADB","ENSG00000266173, ENSG00000082146","STE20 related adaptor beta, STE20 related adaptor alpha",NA,"PTHR48014:SF20","STE20-RELATED KINASE ADAPTER PROTEIN ALPHA","PF00069","Protein kinase domain","STRAA_HUMAN;STE20-related_kinase_adapter_protein_alpha"
"HVAEP1_T020076.1","OG0004935","ALKBH1","ENSG00000100601","alkB homolog 1, histone H2A dioxygenase",NA,"PTHR16557:SF8","ALPHA-KETOGLUTARATE-DEPENDENT DIOXYGENASE ALKB","PF13532","2OG-Fe(II) oxygenase superfamily","ALKB1_MOUSE;Nucleic_acid_dioxygenase_ALKBH1"
"HVAEP1_T020081.1",NA,NA,NA,NA,NA,"PTHR22776:SF49","CKLF-LIKE MARVEL TRANSMEMBRANE DOMAIN-CONTAINING PROTEIN 7","PF01284","Membrane-associating domain",NA
"HVAEP1_T020082.1",NA,NA,NA,NA,NA,"PTHR12420:SF31","RAB6A, MEMBER RAS ONCOGENE FAMILY-RELATED",NA,NA,"AGRL4_RAT;Adhesion_G_protein-coupled_receptor_L4"
"HVAEP1_T020083.1",NA,NA,NA,NA,NA,"PTHR24039:SF47","FIBULIN-1","PF12947; PF07645","EGF domain; Calcium-binding EGF domain","CUBN_CANLF;Cubilin"
"HVAEP1_T020084.1","OG0001450","PDIA5","ENSG00000065485","protein disulfide isomerase family A member 5",NA,"PTHR45672:SF2","PROTEIN DISULFIDE-ISOMERASE A5","PF00085","Thioredoxin","PDIA5_RAT;Protein_disulfide-isomerase_A5"
"HVAEP1_T020087.1","OG0000473","nkcc-1","WBGene00012543","Na-K-Cl Cotransporter homolog","KY646162.1; N(K)CC protein",NA,NA,"PF03522; PF00324","Solute carrier family 12; Amino acid permease","S12A2_HUMAN;Solute_carrier_family_12_member_2"
"HVAEP1_T020089.1","OG0002616","ACLY","ENSG00000131473","ATP citrate lyase",NA,"PTHR23118:SF32","ATP-CITRATE SYNTHASE","PF02629; PF00285; PF08442; PF16114; PF00549","CoA binding domain; Citrate synthase, C-terminal domain; ATP-grasp domain; ATP citrate lyase citrate-binding; CoA-ligase","ACLY_MOUSE;ATP-citrate_synthase"
"HVAEP1_T020090.1","OG0000222","CDK4, CDK6","ENSG00000135446, ENSG00000105810","cyclin dependent kinase 6, cyclin dependent kinase 4",NA,"PTHR24056:SF130","CYCLIN-DEPENDENT KINASE 6","PF00069","Protein kinase domain","CDK6_MOUSE;Cyclin-dependent_kinase_6"
"HVAEP1_T020091.1","OG0000894","KIAA1841","ENSG00000162929","KIAA1841",NA,"PTHR20946","UNCHARACTERIZED","PF11822","Domain of unknown function (DUF3342)","K1841_RAT;Uncharacterized_protein_KIAA1841_homolog"
"HVAEP1_T020092.1","OG0000136","GALNT13, GALNT1","ENSG00000144278, ENSG00000141429","polypeptide N-acetylgalactosaminyltransferase 1, polypeptide N-acetylgalactosaminyltransferase 13",NA,"PTHR11675:SF101","POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 1","PF00652; PF00535","Ricin-type beta-trefoil lectin domain; Glycosyl transferase family 2","GLT13_MOUSE;Polypeptide_N-acetylgalactosaminyltransferase_13"
"HVAEP1_T020094.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ZMYM5_MACFA;Zinc_finger_MYM-type_protein_5"
"HVAEP1_T020095.1","OG0000194","klp-6","WBGene00002218","Kinesin-like protein",NA,"PTHR24115:SF344","KINESIN-LIKE PROTEIN","PF12423; PF00225; PF00168","Kinesin protein 1B; Kinesin motor domain; C2 domain","KIF28_MOUSE;Kinesin-like_protein_KIF28P"
"HVAEP1_T020096.1",NA,NA,NA,NA,NA,"PTHR35465","CAVEOLIN-1 PROTEIN",NA,NA,NA
"HVAEP1_T020097.1","OG0006344","KIAA1328","ENSG00000150477","KIAA1328",NA,NA,NA,"PF15369","Uncharacterised protein KIAA1328","K1328_HUMAN;Protein_hinderin"
"HVAEP1_T020098.6","OG0000194","klp-6","WBGene00002218","Kinesin-like protein",NA,"PTHR24115:SF344","KINESIN-LIKE PROTEIN","PF00225; PF00168; PF12423","Kinesin motor domain; C2 domain; Kinesin protein 1B","KIF28_MOUSE;Kinesin-like_protein_KIF28P"
"HVAEP1_T020103.1",NA,NA,NA,NA,NA,NA,NA,"PF00024","PAN domain",NA
"HVAEP1_T020105.1",NA,NA,NA,NA,NA,NA,NA,"PF00024","PAN domain",NA
"HVAEP1_T020110.1","OG0005735","RPL37A","ENSG00000197756","ribosomal protein L37a",NA,"PTHR48188","60S RIBOSOMAL PROTEIN L43","PF01780","Ribosomal L37ae protein family","RL37A_CRYST;60S_ribosomal_protein_L37a"
"HVAEP1_T020112.1","OG0000341","COMMD3-BMI1, BMI1, PCGF2, PCGF2","ENSG00000269897, ENSG00000168283, ENSG00000278644, ENSG00000277258","polycomb group ring finger 2, COMMD3-BMI1 readthrough, BMI1 proto-oncogene, polycomb ring finger",NA,"PTHR10825:SF72","POLYCOMB GROUP PROTEIN PSC-RELATED","PF13923","Zinc finger, C3HC4 type (RING finger)","BMI1_BOVIN;Polycomb_complex_protein_BMI-1"
"HVAEP1_T020113.1","OG0004071","PTPRN, PTPRN2","ENSG00000054356, ENSG00000155093","protein tyrosine phosphatase receptor type N2, protein tyrosine phosphatase receptor type N",NA,"PTHR46106","IA-2 PROTEIN TYROSINE PHOSPHATASE, ISOFORM C","PF00102","Protein-tyrosine phosphatase","PTPR2_MOUSE;Receptor-type_tyrosine-protein_phosphatase_N2"
"HVAEP1_T020114.1",NA,NA,NA,NA,NA,"PTHR10127:SF842","METALLOENDOPEPTIDASE","PF01400; PF00629","Astacin (Peptidase family M12A); MAM domain, meprin/A5/mu","MEP1B_MOUSE;Meprin_A_subunit_beta"
"HVAEP1_T020115.2",NA,NA,NA,NA,"AF140020.1; metalloproteinase 2 (MP2)","PTHR10127:SF842","METALLOENDOPEPTIDASE","PF00629; PF01400","MAM domain, meprin/A5/mu; Astacin (Peptidase family M12A)","MEP1B_RAT;Meprin_A_subunit_beta"
"HVAEP1_T020116.3","OG0007161","DAZAP2","ENSG00000183283","DAZ associated protein 2",NA,"PTHR31638","DAZ-ASSOCIATED PROTEIN 2","PF11029","DAZ associated protein 2 (DAZAP2)","DAZP2_MACFA;DAZ-associated_protein_2"
"HVAEP1_T020117.1","OG0004506","AVL9","ENSG00000105778","AVL9 cell migration associated",NA,"PTHR31017:SF1","LATE SECRETORY PATHWAY PROTEIN AVL9 HOMOLOG","PF09794","Transport protein Avl9","AVL9_HUMAN;Late_secretory_pathway_protein_AVL9_homolog"
